51370740				12.14.4.254
23347683				66.192.174.206
6997269				11.80.183.30
6083924				58.0.213.157
4403688				121.204.81.199
3281612				126.11.165.241
3241463				30.123.185.189
3041083				33.91.43.101
2800279				36.173.217.43
2510891				85.135.176.238
